date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:34	6784/6784	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-1a80%22	https://www.docplanner.com/static/js/vendor/instafeed.min.js	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/static/js/vendor/instafeed.min.js	(from https://www.docplanner.com/about-us)
15:12:36	132298/132298	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-204ca%22	https://www.docplanner.com/static/js/vendor/vendor.min.js	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/static/js/vendor/vendor.min.js	(from https://www.docplanner.com/about-us)
15:12:36	95992/95992	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://www.docplanner.com/about-us)
15:12:36	107829/107829	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066f29e-1a535%22	https://www.docplanner.com/static/js/main.js	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/static/js/main.js	(from https://www.docplanner.com/about-us)
15:12:36	270/270	---M--	200	added ('OK')	image/png	etag:%226066b377-10e%22	https://www.docplanner.com/icons/arrow-icon@2x.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/icons/arrow-icon@2x.png	(from https://www.docplanner.com/static/css/main.css)
15:12:37	823/823	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-337%22	https://www.docplanner.com/icons/icon-caret-white.svg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/icons/icon-caret-white.svg	(from https://www.docplanner.com/static/css/main.css)
15:12:38	5457/5457	---M--	200	added ('OK')	image/png	etag:%226066b377-1551%22	https://www.docplanner.com/img/logo.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/img/logo.png	(from https://www.docplanner.com/static/css/main.css)
15:12:40	321289/321289	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-4e709%22	https://www.docplanner.com/images/bg-top.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/bg-top.jpg	(from https://www.docplanner.com/static/css/main.css)
15:12:41	214141/214141	---M--	200	added ('OK')	image/png	etag:%226066b377-3447d%22	https://www.docplanner.com/images/video-en.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/video-en.png	(from https://www.docplanner.com/static/css/main.css)
15:12:41	19490/19490	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-4c22%22	https://www.docplanner.com/images/fb3.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/fb3.jpg	(from https://www.docplanner.com/static/css/main.css)
15:12:42	32043/32043	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-7d2b%22	https://www.docplanner.com/images/fb1.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/fb1.jpg	(from https://www.docplanner.com/static/css/main.css)
15:12:43	46655/46655	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-b63f%22	https://www.docplanner.com/images/fb2.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/fb2.jpg	(from https://www.docplanner.com/static/css/main.css)
15:12:45	33647/33647	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226066b377-836f%22	https://www.docplanner.com/images/video.jpg?v=1	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/video3860.jpg	(from https://www.docplanner.com/static/css/main.css)
15:12:47	3526/3526	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-dc6%22	https://www.docplanner.com/img/poland.svg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/img/poland.svg	(from https://www.docplanner.com/career)
